"Time","error","error","error","warning","warning","warning"
2023-03-11 23:58:00,0,0,0,0,0,0
2023-03-12 00:00:00,0,0,0,0,0,0
2023-03-12 00:02:00,0,0,0,0,0,0
2023-03-12 00:04:00,0,0,0,0,0,0
2023-03-12 00:06:00,0,0,0,0,0,0
2023-03-12 00:08:00,0,0,0,0,0,0
2023-03-12 00:10:00,0,0,0,0,0,0
2023-03-12 00:12:00,0,0,0,0,0,0
2023-03-12 00:14:00,0,0,0,0,0,0
2023-03-12 00:16:00,0,0,0,0,0,0
2023-03-12 00:18:00,0,0,0,0,0,0
2023-03-12 00:20:00,0,0,0,0,0,0
2023-03-12 00:22:00,0,0,0,0,0,0
2023-03-12 00:24:00,0,0,0,0,0,0
2023-03-12 00:26:00,0,0,0,0,0,0
2023-03-12 00:28:00,0,0,0,0,0,0
2023-03-12 00:30:00,0,0,0,0,0,0
2023-03-12 00:32:00,0,0,0,0,0,0
2023-03-12 00:34:00,0,0,0,0,0,0
2023-03-12 00:36:00,0,0,0,0,0,0
2023-03-12 00:38:00,0,0,0,0,0,0
2023-03-12 00:40:00,0,0,0,0,0,0
2023-03-12 00:42:00,0,0,0,0,0,0
2023-03-12 00:44:00,0,0,0,0,0,0
2023-03-12 00:46:00,0,0,0,0,0,0
2023-03-12 00:48:00,0,0,0,0,0,0
2023-03-12 00:50:00,0,0,0,0,0,0
2023-03-12 00:52:00,0,0,0,0,0,0
2023-03-12 00:54:00,0,0,0,0,0,0
2023-03-12 00:56:00,0,0,0,0,0,0
2023-03-12 00:58:00,0,0,0,0,0,0
2023-03-12 01:00:00,0,0,0,0,0,0
2023-03-12 01:02:00,0,0,0,0,0,0
2023-03-12 01:04:00,0,0,0,0,0,0
2023-03-12 01:06:00,0,0,0,0,0,0
2023-03-12 01:08:00,0,0,0,0,0,0
2023-03-12 01:10:00,0,0,0,0,0,0
2023-03-12 01:12:00,0,0,0,0,0,0
2023-03-12 01:14:00,0,0,0,0,0,0
2023-03-12 01:16:00,0,0,0,0,0,0
2023-03-12 01:18:00,0,0,0,0,0,0
2023-03-12 01:20:00,0,0,0,0,0,0
2023-03-12 01:22:00,0,0,0,0,0,0
2023-03-12 01:24:00,0,0,0,0,0,0
2023-03-12 01:26:00,0,0,0,0,0,0
2023-03-12 01:28:00,0,0,0,0,0,0
2023-03-12 01:30:00,0,0,0,0,0,0
2023-03-12 01:32:00,0,0,0,0,0,0
2023-03-12 01:34:00,0,0,0,0,0,0
2023-03-12 01:36:00,0,0,0,0,0,0
2023-03-12 01:38:00,0,0,0,0,0,0
2023-03-12 01:40:00,0,0,0,0,0,0
2023-03-12 01:42:00,0,0,0,0,0,0
2023-03-12 01:44:00,0,0,0,0,0,0
2023-03-12 01:46:00,0,0,0,0,0,0
2023-03-12 01:48:00,0,0,0,0,0,0
2023-03-12 01:50:00,0,0,0,0,0,0
2023-03-12 01:52:00,0,0,0,0,0,0
2023-03-12 01:54:00,0,0,0,0,0,0
2023-03-12 01:56:00,0,0,0,0,0,0
2023-03-12 01:58:00,0,0,0,0,0,0
2023-03-12 02:00:00,0,0,0,0,0,0
2023-03-12 02:02:00,0,0,0,0,0,0
2023-03-12 02:04:00,0,0,0,0,0,0
2023-03-12 02:06:00,0,0,0,0,0,0
2023-03-12 02:08:00,0,0,0,0,0,0
2023-03-12 02:10:00,0,0,0,0,0,0
2023-03-12 02:12:00,0,0,0,0,0,0
2023-03-12 02:14:00,0,0,0,0,0,0
2023-03-12 02:16:00,0,0,0,0,0,0
2023-03-12 02:18:00,0,0,0,0,0,0
2023-03-12 02:20:00,0,0,0,0,0,0
2023-03-12 02:22:00,0,0,0,0,0,0
2023-03-12 02:24:00,0,0,0,0,0,0
2023-03-12 02:26:00,0,0,0,0,0,0
2023-03-12 02:28:00,0,0,0,0,0,0
2023-03-12 02:30:00,0,0,0,0,0,0
2023-03-12 02:32:00,0,0,0,0,0,0
2023-03-12 02:34:00,0,0,0,0,0,0
2023-03-12 02:36:00,0,0,0,0,0,0
2023-03-12 02:38:00,0,0,0,0,0,0
2023-03-12 02:40:00,0,0,0,0,0,0
2023-03-12 02:42:00,0,0,0,0,0,0
2023-03-12 02:44:00,0,0,0,0,0,0
2023-03-12 02:46:00,0,0,0,0,0,0
2023-03-12 02:48:00,0,0,0,0,0,0
2023-03-12 02:50:00,0,0,0,0,0,0
2023-03-12 02:52:00,0,0,0,0,0,0
2023-03-12 02:54:00,0,0,0,0,0,0
2023-03-12 02:56:00,0,0,0,0,0,0
2023-03-12 02:58:00,0,0,0,0,0,0
2023-03-12 03:00:00,0,0,0,0,0,0
2023-03-12 03:02:00,0,0,0,0,0,0
2023-03-12 03:04:00,0,0,0,0,0,0
2023-03-12 03:06:00,0,0,0,0,0,0
2023-03-12 03:08:00,0,0,0,0,0,0
2023-03-12 03:10:00,0,0,0,0,0,0
2023-03-12 03:12:00,0,0,0,0,0,0
2023-03-12 03:14:00,0,0,0,0,0,0
2023-03-12 03:16:00,0,0,0,0,0,0
2023-03-12 03:18:00,0,0,0,0,0,0
2023-03-12 03:20:00,0,0,0,0,0,0
2023-03-12 03:22:00,0,0,0,0,0,0
2023-03-12 03:24:00,0,0,0,0,0,0
2023-03-12 03:26:00,0,0,0,0,0,0
2023-03-12 03:28:00,0,0,0,0,0,0
2023-03-12 03:30:00,0,0,0,0,0,0
2023-03-12 03:32:00,0,0,0,0,0,0
2023-03-12 03:34:00,0,0,0,0,0,0
2023-03-12 03:36:00,0,0,0,0,0,0
2023-03-12 03:38:00,0,0,0,0,0,0
2023-03-12 03:40:00,0,0,0,0,0,0
2023-03-12 03:42:00,0,0,0,0,0,0
2023-03-12 03:44:00,0,0,0,0,0,0
2023-03-12 03:46:00,0,0,0,0,0,0
2023-03-12 03:48:00,0,0,0,0,0,0
2023-03-12 03:50:00,0,0,0,0,0,0
2023-03-12 03:52:00,0,0,0,0,0,0
2023-03-12 03:54:00,0,0,0,0,0,0
2023-03-12 03:56:00,0,0,0,0,0,0
2023-03-12 03:58:00,0,0,0,0,0,0
2023-03-12 04:00:00,0,0,0,0,0,0
2023-03-12 04:02:00,0,0,0,0,0,0
2023-03-12 04:04:00,0,0,0,0,0,0
2023-03-12 04:06:00,0,0,0,0,0,0
2023-03-12 04:08:00,0,0,0,0,0,0
2023-03-12 04:10:00,0,0,0,0,0,0
2023-03-12 04:12:00,0,0,0,0,0,0
2023-03-12 04:14:00,0,0,0,0,0,0
2023-03-12 04:16:00,0,0,0,0,0,0
2023-03-12 04:18:00,0,0,0,0,0,0
2023-03-12 04:20:00,0,0,0,0,0,0
2023-03-12 04:22:00,0,0,0,0,0,0
2023-03-12 04:24:00,0,0,0,0,0,0
2023-03-12 04:26:00,0,0,0,0,0,0
2023-03-12 04:28:00,0,0,0,0,0,0
2023-03-12 04:30:00,0,0,0,0,0,0
2023-03-12 04:32:00,0,0,0,0,0,0
2023-03-12 04:34:00,0,0,0,0,0,0
2023-03-12 04:36:00,0,0,0,0,0,0
2023-03-12 04:38:00,0,0,0,0,0,0
2023-03-12 04:40:00,0,0,0,0,0,0
2023-03-12 04:42:00,0,0,0,0,0,0
2023-03-12 04:44:00,0,0,0,0,0,0
2023-03-12 04:46:00,0,0,0,0,0,0
2023-03-12 04:48:00,0,0,0,0,0,0
2023-03-12 04:50:00,0,0,0,0,0,0
2023-03-12 04:52:00,0,0,0,0,0,0
2023-03-12 04:54:00,0,0,0,0,0,0
2023-03-12 04:56:00,0,0,0,0,0,0
2023-03-12 04:58:00,0,0,0,0,0,0
2023-03-12 05:00:00,0,0,0,0,0,0
2023-03-12 05:02:00,0,0,0,0,0,0
2023-03-12 05:04:00,0,0,0,0,0,0
2023-03-12 05:06:00,0,0,0,0,0,0
2023-03-12 05:08:00,0,0,0,0,0,0
2023-03-12 05:10:00,0,0,0,0,0,0
2023-03-12 05:12:00,0,0,0,0,0,0
2023-03-12 05:14:00,0,0,0,0,0,0
2023-03-12 05:16:00,0,0,0,0,0,0
2023-03-12 05:18:00,0,0,0,0,0,0
2023-03-12 05:20:00,0,0,0,0,0,0
2023-03-12 05:22:00,0,0,0,0,0,0
2023-03-12 05:24:00,0,0,0,0,0,0
2023-03-12 05:26:00,0,0,0,0,0,0
2023-03-12 05:28:00,0,0,0,0,0,0
2023-03-12 05:30:00,0,0,0,0,0,0
2023-03-12 05:32:00,0,0,0,0,0,0
2023-03-12 05:34:00,0,0,0,0,0,0
2023-03-12 05:36:00,0,0,0,0,0,0
2023-03-12 05:38:00,0,0,0,0,0,0
2023-03-12 05:40:00,0,0,0,0,0,0
2023-03-12 05:42:00,0,0,0,0,0,0
2023-03-12 05:44:00,0,0,0,0,0,0
2023-03-12 05:46:00,0,0,0,0,0,0
2023-03-12 05:48:00,0,0,0,0,0,0
2023-03-12 05:50:00,0,0,0,0,0,0
2023-03-12 05:52:00,0,0,0,0,0,0
2023-03-12 05:54:00,0,0,0,0,0,0
2023-03-12 05:56:00,0,0,0,0,0,0
2023-03-12 05:58:00,0,0,0,0,0,0
2023-03-12 06:00:00,0,0,0,0,0,0
2023-03-12 06:02:00,0,0,0,0,0,0
2023-03-12 06:04:00,0,0,0,0,0,0
2023-03-12 06:06:00,0,0,0,0,0,0
2023-03-12 06:08:00,0,0,0,0,0,0
2023-03-12 06:10:00,0,0,0,0,0,0
2023-03-12 06:12:00,0,0,0,0,0,0
2023-03-12 06:14:00,0,0,0,0,0,0
2023-03-12 06:16:00,0,0,0,0,0,0
2023-03-12 06:18:00,0,0,0,0,0,0
2023-03-12 06:20:00,0,0,0,0,0,0
2023-03-12 06:22:00,0,0,0,0,0,0
2023-03-12 06:24:00,0,0,0,0,0,0
2023-03-12 06:26:00,0,0,0,0,0,0
2023-03-12 06:28:00,0,0,0,0,0,0
2023-03-12 06:30:00,0,0,0,0,0,0
2023-03-12 06:32:00,0,0,0,0,0,0
2023-03-12 06:34:00,0,0,0,0,0,0
2023-03-12 06:36:00,0,0,0,0,0,0
2023-03-12 06:38:00,0,0,0,0,0,0
2023-03-12 06:40:00,0,0,0,0,0,0
2023-03-12 06:42:00,0,0,0,0,0,0
2023-03-12 06:44:00,0,0,0,0,0,0
2023-03-12 06:46:00,0,0,0,0,0,0
2023-03-12 06:48:00,0,0,0,0,0,0
2023-03-12 06:50:00,0,0,0,0,0,0
2023-03-12 06:52:00,0,0,0,0,0,0
2023-03-12 06:54:00,0,0,0,0,0,0
2023-03-12 06:56:00,0,0,0,0,0,0
2023-03-12 06:58:00,0,0,0,0,0,0
2023-03-12 07:00:00,0,0,0,0,0,0
2023-03-12 07:02:00,0,0,0,0,0,0
2023-03-12 07:04:00,0,0,0,0,0,0
2023-03-12 07:06:00,0,0,0,0,0,0
2023-03-12 07:08:00,0,0,0,0,0,0
2023-03-12 07:10:00,0,0,0,0,0,0
2023-03-12 07:12:00,0,0,0,0,0,0
2023-03-12 07:14:00,0,0,0,0,0,0
2023-03-12 07:16:00,0,0,0,0,0,0
2023-03-12 07:18:00,0,0,0,0,0,0
2023-03-12 07:20:00,0,0,0,0,0,0
2023-03-12 07:22:00,0,0,0,0,0,0
2023-03-12 07:24:00,0,0,0,0,0,0
2023-03-12 07:26:00,0,0,0,0,0,0
2023-03-12 07:28:00,0,0,0,0,0,0
2023-03-12 07:30:00,0,0,0,0,0,0
2023-03-12 07:32:00,0,0,0,0,0,0
2023-03-12 07:34:00,0,0,0,0,0,0
2023-03-12 07:36:00,0,0,0,0,0,0
2023-03-12 07:38:00,0,0,0,0,0,0
2023-03-12 07:40:00,0,0,0,0,0,0
2023-03-12 07:42:00,0,0,0,0,0,0
2023-03-12 07:44:00,0,0,0,0,0,0
2023-03-12 07:46:00,0,0,0,0,0,0
2023-03-12 07:48:00,0,0,0,0,0,0
2023-03-12 07:50:00,0,0,0,0,0,0
2023-03-12 07:52:00,0,0,0,0,0,0
2023-03-12 07:54:00,0,0,0,0,0,0
2023-03-12 07:56:00,0,0,0,0,0,0
2023-03-12 07:58:00,0,0,0,0,0,0
2023-03-12 08:00:00,0,0,0,0,0,0
2023-03-12 08:02:00,0,0,0,0,0,0
2023-03-12 08:04:00,0,0,0,0,0,0
2023-03-12 08:06:00,0,0,0,0,0,0
2023-03-12 08:08:00,0,0,0,0,0,0
2023-03-12 08:10:00,0,0,0,0,0,0
2023-03-12 08:12:00,0,0,0,0,0,0
2023-03-12 08:14:00,0,0,0,0,0,0
2023-03-12 08:16:00,0,0,0,0,0,0
2023-03-12 08:18:00,0,0,0,0,0,0
2023-03-12 08:20:00,0,0,0,0,0,0
2023-03-12 08:22:00,0,0,0,0,0,0
2023-03-12 08:24:00,0,0,0,0,0,0
2023-03-12 08:26:00,0,0,0,0,0,0
2023-03-12 08:28:00,0,0,0,0,0,0
2023-03-12 08:30:00,0,0,0,0,0,0
2023-03-12 08:32:00,0,0,0,0,0,0
2023-03-12 08:34:00,0,0,0,0,0,0
2023-03-12 08:36:00,0,0,0,0,0,0
2023-03-12 08:38:00,0,0,0,0,0,0
2023-03-12 08:40:00,0,0,0,0,0,0
2023-03-12 08:42:00,0,0,0,0,0,0
2023-03-12 08:44:00,0,0,0,0,0,0
2023-03-12 08:46:00,0,0,0,0,0,0
2023-03-12 08:48:00,0,0,0,0,0,0
2023-03-12 08:50:00,0,0,0,0,0,0
2023-03-12 08:52:00,0,0,0,0,0,0
2023-03-12 08:54:00,0,0,0,0,0,0
2023-03-12 08:56:00,0,0,0,0,0,0
2023-03-12 08:58:00,0,0,0,0,0,0
2023-03-12 09:00:00,0,0,0,0,0,0
2023-03-12 09:02:00,0,0,0,0,0,0
2023-03-12 09:04:00,0,0,0,0,0,0
2023-03-12 09:06:00,0,0,0,0,0,0
2023-03-12 09:08:00,0,0,0,0,0,0
2023-03-12 09:10:00,0,0,0,0,0,0
2023-03-12 09:12:00,0,0,0,0,0,0
2023-03-12 09:14:00,0,0,0,0,0,0
2023-03-12 09:16:00,0,0,0,0,0,0
2023-03-12 09:18:00,0,0,0,0,0,0
2023-03-12 09:20:00,0,0,0,0,0,0
2023-03-12 09:22:00,0,0,0,0,0,0
2023-03-12 09:24:00,0,0,0,0,0,0
2023-03-12 09:26:00,0,0,0,0,0,0
2023-03-12 09:28:00,0,0,0,0,0,0
2023-03-12 09:30:00,0,0,0,0,0,0
2023-03-12 09:32:00,0,0,0,0,0,0
2023-03-12 09:34:00,0,0,0,0,0,0
2023-03-12 09:36:00,0,0,0,0,0,0
2023-03-12 09:38:00,0,0,0,0,0,0
2023-03-12 09:40:00,0,0,0,0,0,0
2023-03-12 09:42:00,0,0,0,0,0,0
2023-03-12 09:44:00,0,0,0,0,0,0
2023-03-12 09:46:00,0,0,0,0,0,0
2023-03-12 09:48:00,0,0,0,0,0,0
2023-03-12 09:50:00,0,0,0,0,0,0
2023-03-12 09:52:00,0,0,0,0,0,0
2023-03-12 09:54:00,0,0,0,0,0,0
2023-03-12 09:56:00,0,0,0,0,0,0
2023-03-12 09:58:00,0,0,0,0,0,0
2023-03-12 10:00:00,0,0,0,0,0,0
2023-03-12 10:02:00,0,0,0,0,0,0
2023-03-12 10:04:00,0,0,0,0,0,0
2023-03-12 10:06:00,0,0,0,0,0,0
2023-03-12 10:08:00,0,0,0,0,0,0
2023-03-12 10:10:00,0,0,0,0,0,0
2023-03-12 10:12:00,0,0,0,0,0,0
2023-03-12 10:14:00,0,0,0,0,0,0
2023-03-12 10:16:00,0,0,0,0,0,0
2023-03-12 10:18:00,0,0,0,0,0,0
2023-03-12 10:20:00,0,0,0,0,0,0
2023-03-12 10:22:00,0,0,0,0,0,0
2023-03-12 10:24:00,0,0,0,0,0,0
2023-03-12 10:26:00,0,0,0,0,0,0
2023-03-12 10:28:00,0,0,0,0,0,0
2023-03-12 10:30:00,0,0,0,0,0,0
2023-03-12 10:32:00,0,0,0,0,0,0
2023-03-12 10:34:00,0,0,0,0,0,0
2023-03-12 10:36:00,0,0,0,0,0,0
2023-03-12 10:38:00,0,0,0,0,0,0
2023-03-12 10:40:00,0,0,0,0,0,0
2023-03-12 10:42:00,0,0,0,0,0,0
2023-03-12 10:44:00,0,0,0,0,0,0
2023-03-12 10:46:00,0,0,0,0,0,0
2023-03-12 10:48:00,0,0,0,0,0,0
2023-03-12 10:50:00,0,0,0,0,0,0
2023-03-12 10:52:00,0,0,0,0,0,0
2023-03-12 10:54:00,0,0,0,0,0,0
2023-03-12 10:56:00,0,0,0,0,0,0
2023-03-12 10:58:00,0,0,0,0,0,0
2023-03-12 11:00:00,0,0,0,0,0,0
2023-03-12 11:02:00,0,0,0,0,0,0
2023-03-12 11:04:00,0,0,0,0,0,0
2023-03-12 11:06:00,0,0,0,0,0,0
2023-03-12 11:08:00,0,0,0,0,0,0
2023-03-12 11:10:00,0,0,0,0,0,0
2023-03-12 11:12:00,0,0,0,0,0,0
2023-03-12 11:14:00,0,0,0,0,0,0
2023-03-12 11:16:00,0,0,0,0,0,0
2023-03-12 11:18:00,0,0,0,0,0,0
2023-03-12 11:20:00,0,0,0,0,0,0
2023-03-12 11:22:00,0,0,0,0,0,0
2023-03-12 11:24:00,0,0,0,0,0,0
2023-03-12 11:26:00,0,0,0,0,0,0
2023-03-12 11:28:00,0,0,0,0,0,0
2023-03-12 11:30:00,0,0,0,0,0,0
2023-03-12 11:32:00,0,0,0,0,0,0
2023-03-12 11:34:00,0,0,0,0,0,0
2023-03-12 11:36:00,0,0,0,0,0,0
2023-03-12 11:38:00,0,0,0,0,0,0
2023-03-12 11:40:00,0,0,0,0,0,0
2023-03-12 11:42:00,0,0,0,0,0,0
2023-03-12 11:44:00,0,0,0,0,0,0
2023-03-12 11:46:00,0,0,0,0,0,0
2023-03-12 11:48:00,0,0,0,0,0,0
2023-03-12 11:50:00,0,0,0,0,0,0
2023-03-12 11:52:00,0,0,0,0,0,0
2023-03-12 11:54:00,0,0,0,0,0,0
2023-03-12 11:56:00,0,0,0,0,0,0
2023-03-12 11:58:00,0,0,0,0,0,0
2023-03-12 12:00:00,0,0,0,0,0,0
2023-03-12 12:02:00,0,0,0,0,0,0
2023-03-12 12:04:00,0,0,0,0,0,0
2023-03-12 12:06:00,0,0,0,0,0,0
2023-03-12 12:08:00,0,0,0,0,0,0
2023-03-12 12:10:00,0,0,0,0,0,0
2023-03-12 12:12:00,0,0,0,0,0,0
2023-03-12 12:14:00,0,0,0,0,0,0
2023-03-12 12:16:00,0,0,0,0,0,0
2023-03-12 12:18:00,0,0,0,0,0,0
2023-03-12 12:20:00,0,0,0,0,0,0
2023-03-12 12:22:00,0,0,0,0,0,0
2023-03-12 12:24:00,0,0,0,0,0,0
2023-03-12 12:26:00,0,0,0,0,0,0
2023-03-12 12:28:00,0,0,0,0,0,0
2023-03-12 12:30:00,0,0,0,0,0,0
2023-03-12 12:32:00,0,0,0,0,0,0
2023-03-12 12:34:00,0,0,0,0,0,0
2023-03-12 12:36:00,0,0,0,0,0,0
2023-03-12 12:38:00,0,0,0,0,0,0
2023-03-12 12:40:00,0,0,0,0,0,0
2023-03-12 12:42:00,0,0,0,0,0,0
2023-03-12 12:44:00,0,0,0,0,0,0
2023-03-12 12:46:00,0,0,0,0,0,0
2023-03-12 12:48:00,0,0,0,0,0,0
2023-03-12 12:50:00,0,0,0,0,0,0
2023-03-12 12:52:00,0,0,0,0,0,0
2023-03-12 12:54:00,0,0,0,0,0,0
2023-03-12 12:56:00,0,0,0,0,0,0
2023-03-12 12:58:00,0,0,0,0,0,0
2023-03-12 13:00:00,0,0,0,0,0,0
2023-03-12 13:02:00,0,0,0,0,0,0
2023-03-12 13:04:00,0,0,0,0,0,0
2023-03-12 13:06:00,0,0,0,0,0,0
2023-03-12 13:08:00,0,0,0,0,0,0
2023-03-12 13:10:00,0,0,0,0,0,0
2023-03-12 13:12:00,0,0,0,0,0,0
2023-03-12 13:14:00,0,0,0,0,0,0
2023-03-12 13:16:00,0,0,0,0,0,0
2023-03-12 13:18:00,0,0,0,0,0,0
2023-03-12 13:20:00,0,0,0,0,0,0
2023-03-12 13:22:00,0,0,0,0,0,0
2023-03-12 13:24:00,0,0,0,0,0,0
2023-03-12 13:26:00,0,0,0,0,0,0
2023-03-12 13:28:00,0,0,0,0,0,0
2023-03-12 13:30:00,0,0,0,0,0,0
2023-03-12 13:32:00,0,0,0,0,0,0
2023-03-12 13:34:00,0,0,0,0,0,0
2023-03-12 13:36:00,0,0,0,0,0,0
2023-03-12 13:38:00,0,0,0,0,0,0
2023-03-12 13:40:00,0,0,0,0,0,0
2023-03-12 13:42:00,0,0,0,0,0,0
2023-03-12 13:44:00,0,0,0,0,0,0
2023-03-12 13:46:00,0,0,0,0,0,0
2023-03-12 13:48:00,0,0,0,0,0,0
2023-03-12 13:50:00,0,0,0,0,0,0
2023-03-12 13:52:00,0,0,0,0,0,0
2023-03-12 13:54:00,0,0,0,0,0,0
2023-03-12 13:56:00,0,0,0,0,0,0
2023-03-12 13:58:00,0,0,0,0,0,0
2023-03-12 14:00:00,0,0,0,0,0,0
2023-03-12 14:02:00,0,0,0,0,0,0
2023-03-12 14:04:00,0,0,0,0,0,0
2023-03-12 14:06:00,0,0,0,0,0,0
2023-03-12 14:08:00,0,0,0,0,0,0
2023-03-12 14:10:00,0,0,0,0,0,0
2023-03-12 14:12:00,0,0,0,0,0,0
2023-03-12 14:14:00,0,0,0,0,0,0
2023-03-12 14:16:00,0,0,0,0,0,0
2023-03-12 14:18:00,0,0,0,0,0,0
2023-03-12 14:20:00,0,0,0,0,0,0
2023-03-12 14:22:00,0,0,0,0,0,0
2023-03-12 14:24:00,0,0,0,0,0,0
2023-03-12 14:26:00,0,0,0,0,0,0
2023-03-12 14:28:00,0,0,0,0,0,0
2023-03-12 14:30:00,0,0,0,0,0,0
2023-03-12 14:32:00,0,0,0,0,0,0
2023-03-12 14:34:00,0,0,0,0,0,0
2023-03-12 14:36:00,0,0,0,0,0,0
2023-03-12 14:38:00,0,0,0,0,0,0
2023-03-12 14:40:00,0,0,0,0,0,0
2023-03-12 14:42:00,0,0,0,0,0,0
2023-03-12 14:44:00,0,0,0,0,0,0
2023-03-12 14:46:00,0,0,0,0,0,0
2023-03-12 14:48:00,0,0,0,0,0,0
2023-03-12 14:50:00,0,0,0,0,0,0
2023-03-12 14:52:00,0,0,0,0,0,0
2023-03-12 14:54:00,0,0,0,0,0,0
2023-03-12 14:56:00,0,0,0,0,0,0
2023-03-12 14:58:00,0,0,0,0,0,0
2023-03-12 15:00:00,0,0,0,0,0,0

